Meowth , 47 , 0.58 , 1 , 14 , 11 , 0.97 , 0.35 , 0.25
Meowth , 28 , 0.51 , 4 , 7 , 12 , 0.93 , 0.34 , 0.24
Meowth , 428 , 0.82 , 10 , 12 , 15 , 0.90 , 0.39 , 0.28
Meowth , 56 , 0.80 , 13 , 13 , 10 , 0.90 , 0.39 , 0.28
Meowth , 562 , 0.82 , 10 , 14 , 13 , 0.90 , 0.39 , 0.28
Psyduck , 829 , 0.93 , 15 , 15 , 12 , 0.86 , 0.74 , 0.34
Psyduck , 365 , 0.64 , 1 , 13 , 15 , 0.93 , 0.66 , 0.31
Psyduck , 234 , 0.76 , 12 , 7 , 15 , 0.88 , 0.68 , 0.32
Mankey , 893 , 0.80 , 12 , 14 , 10 , 0.78 , 0.65 , 0.30
Mankey , 413 , 0.82 , 9 , 14 , 14 , 0.79 , 0.66 , 0.31
Mankey , 289 , 0.87 , 13 , 14 , 12 , 0.80 , 0.66 , 0.31
Growlithe , 924 , 0.87 , 15 , 13 , 11 , 0.91 , 0.87 , 0.41
Poliwag , 705 , 0.96 , 15 , 15 , 13 , 0.89 , 0.45 , 0.21
Poliwag , 653 , 0.71 , 9 , 12 , 11 , 0.87 , 0.41 , 0.19
Poliwag , 430 , 0.87 , 11 , 13 , 15 , 0.92 , 0.43 , 0.20
Poliwag , 287 , 0.53 , 4 , 11 , 9 , 0.92 , 0.38 , 0.18
Poliwag , 209 , 0.60 , 5 , 14 , 8 , 0.89 , 0.39 , 0.18
Poliwag , 203 , 0.49 , 4 , 12 , 6 , 0.91 , 0.37 , 0.17
Poliwag , 189 , 0.69 , 4 , 14 , 13 , 0.92 , 0.40 , 0.19
Poliwag , 422 , 0.69 , 4 , 13 , 14 , 0.91 , 0.40 , 0.19
Poliwhirl , 739 , 0.62 , 6 , 9 , 13 , 0.89 , 0.39 , 0.18
Poliwhirl , 586 , 0.84 , 11 , 14 , 13 , 0.92 , 0.43 , 0.20
Poliwhirl , 416 , 0.64 , 11 , 8 , 10 , 0.90 , 0.39 , 0.18
Abra , 4 , 0.78 , 14 , 12 , 9 , 0.81 , 0.83 , 0.38
Abra , 54 , 0.60 , 4 , 8 , 15 , 0.88 , 0.80 , 0.37
Alakazam , 943 , 0.87 , 13 , 12 , 14 , 0.85 , 0.86 , 0.40
Machop , 723 , 0.96 , 14 , 15 , 14 , 0.88 , 0.91 , 0.45
Machop , 721 , 0.93 , 14 , 15 , 13 , 0.87 , 0.90 , 0.45
Machop , 719 , 0.91 , 14 , 15 , 12 , 0.87 , 0.90 , 0.45
Machop , 719 , 0.91 , 15 , 13 , 13 , 0.86 , 0.89 , 0.44
Machop , 706 , 0.87 , 12 , 13 , 14 , 0.95 , 0.88 , 0.44
Machop , 706 , 0.89 , 10 , 15 , 15 , 0.96 , 0.89 , 0.44
Machop , 705 , 0.82 , 15 , 10 , 12 , 0.93 , 0.86 , 0.43
Machop , 704 , 0.82 , 12 , 14 , 11 , 0.94 , 0.87 , 0.43
Machop , 704 , 0.84 , 12 , 13 , 13 , 0.94 , 0.87 , 0.43
Machop , 704 , 0.87 , 11 , 13 , 15 , 0.95 , 0.88 , 0.44
Machop , 703 , 0.80 , 13 , 13 , 10 , 0.93 , 0.87 , 0.43
Machop , 698 , 0.80 , 13 , 10 , 13 , 0.92 , 0.85 , 0.42
Machop , 688 , 0.73 , 10 , 12 , 11 , 0.91 , 0.84 , 0.42
Machoke , 849 , 0.84 , 14 , 11 , 13 , 0.93 , 0.87 , 0.43
Machoke , 842 , 0.80 , 12 , 13 , 11 , 0.93 , 0.86 , 0.43
Machoke , 833 , 0.76 , 11 , 10 , 13 , 0.91 , 0.84 , 0.42
Bellsprout , 654 , 0.51 , 4 , 12 , 7 , 0.92 , 0.54 , 0.25
Bellsprout , 595 , 0.67 , 4 , 15 , 11 , 0.91 , 0.57 , 0.27
Bellsprout , 586 , 0.96 , 15 , 15 , 13 , 0.91 , 0.62 , 0.29
Bellsprout , 565 , 0.82 , 10 , 15 , 12 , 0.88 , 0.60 , 0.28
Bellsprout , 560 , 0.78 , 10 , 14 , 11 , 0.86 , 0.59 , 0.27
Bellsprout , 556 , 0.80 , 11 , 10 , 15 , 0.84 , 0.58 , 0.27
Bellsprout , 54 , 0.71 , 6 , 14 , 12 , 0.92 , 0.58 , 0.27
Bellsprout , 521 , 0.71 , 7 , 14 , 11 , 0.92 , 0.58 , 0.27
Bellsprout , 507 , 0.67 , 5 , 10 , 15 , 0.88 , 0.55 , 0.26
Bellsprout , 482 , 0.82 , 13 , 13 , 11 , 0.87 , 0.59 , 0.27
Bellsprout , 427 , 0.64 , 2 , 14 , 13 , 0.90 , 0.56 , 0.26
Bellsprout , 411 , 0.51 , 3 , 8 , 12 , 0.90 , 0.52 , 0.24
Bellsprout , 409 , 0.49 , 0 , 11 , 11 , 0.91 , 0.53 , 0.24
Bellsprout , 403 , 0.44 , 1 , 8 , 11 , 0.88 , 0.51 , 0.24
Bellsprout , 3 , 0.64 , 7 , 8 , 14 , 0.86 , 0.54 , 0.25
Bellsprout , 368 , 0.60 , 2 , 12 , 13 , 0.87 , 0.55 , 0.25
Bellsprout , 304 , 0.51 , 3 , 5 , 15 , 0.87 , 0.51 , 0.24
Bellsprout , 273 , 0.67 , 8 , 14 , 8 , 0.91 , 0.57 , 0.26
Bellsprout , 25 , 0.42 , 2 , 14 , 3 , 0.91 , 0.53 , 0.24
Bellsprout , 224 , 0.44 , 0 , 7 , 13 , 0.87 , 0.50 , 0.23
Bellsprout , 198 , 0.47 , 2 , 5 , 14 , 0.86 , 0.50 , 0.23
Bellsprout , 196 , 0.91 , 12 , 14 , 15 , 0.89 , 0.61 , 0.28
Bellsprout , 1 , 0.56 , 0 , 13 , 12 , 0.94 , 0.55 , 0.25
Bellsprout , 1 , 0.38 , 2 , 10 , 5 , 0.87 , 0.51 , 0.23
Bellsprout , 151 , 0.53 , 1 , 15 , 8 , 0.95 , 0.55 , 0.25
Bellsprout , 124 , 0.58 , 4 , 12 , 10 , 0.87 , 0.55 , 0.25
Bellsprout , 118 , 0.33 , 2 , 10 , 3 , 0.86 , 0.50 , 0.23
Bellsprout , 13 , 0.47 , 6 , 14 , 1 , 0.85 , 0.53 , 0.25
Bellsprout , 13 , 0.58 , 5 , 11 , 10 , 0.86 , 0.54 , 0.25
Tentacool , 831 , 0.91 , 11 , 15 , 15 , 0.92 , 0.69 , 0.32
Tentacool , 223 , 0.38 , 2 , 5 , 10 , 0.97 , 0.57 , 0.26
Tentacool , 117 , 0.40 , 1 , 7 , 10 , 0.97 , 0.57 , 0.27
Tentacruel , 8 , 0.73 , 15 , 7 , 11 , 0.88 , 0.66 , 0.31
Geodude , 2 , 0.73 , 8 , 11 , 14 , 0.92 , 0.86 , 0.41
Geodude , 980 , 0.53 , 2 , 14 , 8 , 0.96 , 0.80 , 0.38
Geodude , 1 , 0.56 , 4 , 9 , 12 , 0.97 , 0.81 , 0.39
Geodude , 194 , 0.93 , 13 , 15 , 14 , 0.88 , 0.92 , 0.44
Geodude , 897 , 0.42 , 1 , 3 , 15 , 0.92 , 0.78 , 0.37
Geodude , 886 , 0.51 , 4 , 12 , 7 , 0.95 , 0.80 , 0.38
Geodude , NaN , 0.51 , 4 , 12 , 7 , 0.95 , 0.80 , 0.38
Geodude , NaN , 0.58 , 1 , 14 , 11 , 0.97 , 0.82 , 0.39
Geodude , NaN , 0.91 , 15 , 15 , 11 , 0.87 , 0.91 , 0.43
Geodude , NaN , 0.87 , 13 , 14 , 12 , 0.86 , 0.90 , 0.43
Geodude , NaN , 0.56 , 3 , 7 , 15 , 0.97 , 0.81 , 0.39
Geodude , NaN , 0.53 , 6 , 8 , 10 , 0.96 , 0.81 , 0.38
Geodude , NaN , 0.51 , 2 , 11 , 10 , 0.95 , 0.80 , 0.38
Geodude , NaN , 0.93 , 14 , 15 , 13 , 0.88 , 0.92 , 0.43
Geodude , NaN , 0.47 , 1 , 11 , 9 , 0.94 , 0.79 , 0.37
Geodude , NaN , 0.53 , 6 , 5 , 13 , 0.96 , 0.81 , 0.38
Geodude , NaN , 0.44 , 2 , 12 , 6 , 0.93 , 0.78 , 0.37
Geodude , NaN , 0.44 , 4 , 4 , 12 , 0.93 , 0.78 , 0.37
Geodude , NaN , 0.67 , 2 , 13 , 15 , 0.90 , 0.84 , 0.40
Geodude , NaN , 0.49 , 2 , 12 , 8 , 0.94 , 0.79 , 0.38
Geodude , NaN , 0.36 , 1 , 14 , 1 , 0.90 , 0.75 , 0.36
Geodude , NaN , 0.67 , 5 , 11 , 14 , 0.90 , 0.84 , 0.40
Geodude , NaN , 0.53 , 6 , 5 , 13 , 0.96 , 0.81 , 0.38
Geodude , NaN , 0.42 , 3 , 5 , 11 , 0.92 , 0.78 , 0.37
Geodude , NaN , 0.96 , 14 , 14 , 15 , 0.89 , 0.92 , 0.44
Geodude , NaN , 0.49 , 3 , 9 , 10 , 0.94 , 0.79 , 0.38
Geodude , NaN , 0.33 , 1 , 6 , 8 , 0.90 , 0.75 , 0.36
Geodude , NaN , 0.51 , 6 , 13 , 4 , 0.95 , 0.80 , 0.38
Geodude , NaN , 0.40 , 0 , 13 , 5 , 0.91 , 0.77 , 0.36
Geodude , NaN , 0.29 , 0 , 1 , 12 , 0.97 , 0.74 , 0.35
Geodude , NaN , 0.31 , 1 , 7 , 6 , 0.89 , 0.75 , 0.35
Geodude , NaN , 0.53 , 0 , 12 , 12 , 0.96 , 0.81 , 0.38
Geodude , NaN , 0.31 , 0 , 5 , 9 , 0.89 , 0.75 , 0.36
Graveler , NaN , 0.89 , 14 , 14 , 12 , 0.87 , 0.90 , 0.43
Ponyta , NaN , 0.58 , 4 , 9 , 13 , 0.95 , 0.96 , 0.58
Ponyta , 1440 , 0.67 , 4 , 15 , 11 , 0.98 , 0.97 , 0.60
Ponyta , NaN , 0.76 , 15 , 15 , 4 , 0.86 , 0.94 , 0.61
Ponyta , 1272 , 0.87 , 11 , 13 , 15 , 0.89 , 0.95 , 0.63
Ponyta , 1144 , 0.53 , 4 , 6 , 14 , 0.94 , 0.97 , 0.57
Ponyta , 1141 , 0.73 , 6 , 13 , 14 , 0.86 , 0.96 , 0.61
Ponyta , 1026 , 0.80 , 11 , 12 , 13 , 0.88 , 0.96 , 0.62
Ponyta , 961 , 0.73 , 7 , 13 , 13 , 0.86 , 0.96 , 0.61
Ponyta , NaN , 0.64 , 6 , 12 , 11 , 0.97 , 0.96 , 0.59
Ponyta , 888 , 0.84 , 9 , 14 , 15 , 0.89 , 0.97 , 0.63
Ponyta , 863 , 0.40 , 4 , 10 , 4 , 0.90 , 0.95 , 0.55
Ponyta , 770 , 0.67 , 7 , 12 , 11 , 0.98 , 0.97 , 0.60
Ponyta , NaN , 0.67 , 4 , 13 , 13 , 0.98 , 0.97 , 0.60
Ponyta , NaN , 0.69 , 7 , 12 , 12 , 0.85 , 0.95 , 0.60
Ponyta , 727 , 0.73 , 4 , 15 , 14 , 0.87 , 0.97 , 0.61
Ponyta , NaN , 0.84 , 12 , 14 , 12 , 0.89 , 0.95 , 0.63
Ponyta , 668 , 0.91 , 14 , 12 , 15 , 0.90 , 0.94 , 0.64
Ponyta , 666 , 0.58 , 5 , 8 , 13 , 0.95 , 0.96 , 0.58
Ponyta , NaN , 0.62 , 5 , 12 , 11 , 0.96 , 0.95 , 0.59
Ponyta , NaN , 0.87 , 10 , 15 , 14 , 0.90 , 0.95 , 0.63
Ponyta , 579 , 0.60 , 4 , 15 , 8 , 0.96 , 0.97 , 0.59
Ponyta , 496 , 0.69 , 4 , 15 , 12 , 0.99 , 0.98 , 0.60
Ponyta , NaN , 0.87 , 10 , 14 , 15 , 0.90 , 0.95 , 0.63
Ponyta , 444 , 0.58 , 4 , 14 , 8 , 0.95 , 0.97 , 0.58
Ponyta , 311 , 0.73 , 5 , 15 , 13 , 0.87 , 0.97 , 0.61
Ponyta , NaN , 0.64 , 7 , 10 , 12 , 0.97 , 0.96 , 0.59
Ponyta , 2 , 0.89 , 14 , 14 , 12 , 0.90 , 0.96 , 0.63
Ponyta , NaN , 0.67 , 9 , 7 , 14 , 0.97 , 0.96 , 0.59
Ponyta , 158 , 0.47 , 1 , 5 , 15 , 0.92 , 0.97 , 0.56
Ponyta , NaN , 0.56 , 5 , 15 , 5 , 0.95 , 0.96 , 0.58
Ponyta , 692 , 0.73 , 11 , 10 , 12 , 0.86 , 0.96 , 0.61
Ponyta , NaN , 0.84 , 11 , 12 , 15 , 0.89 , 0.95 , 0.63
Rapidash , NaN , 0.96 , 15 , 15 , 13 , 0.91 , 0.95 , 0.65
Rapidash , NaN , 0.40 , 11 , 4 , 3 , 0.89 , 0.92 , 0.54
Slowpoke , 336 , 0.89 , 10 , 15 , 15 , 0.88 , 0.89 , 0.41
Slowpoke , 212 , 0.67 , 2 , 14 , 14 , 0.99 , 0.82 , 0.38
Slowpoke , NaN , 0.49 , 2 , 5 , 15 , 0.92 , 0.76 , 0.35
Slowpoke , NaN , 0.87 , 14 , 13 , 12 , 0.89 , 0.89 , 0.41
Slowpoke , NaN , 0.67 , 4 , 13 , 13 , 0.91 , 0.83 , 0.38
Slowpoke , 313 , 0.69 , 3 , 13 , 15 , 0.91 , 0.83 , 0.38
Slowpoke , NaN , 0.96 , 15 , 14 , 14 , 0.91 , 0.92 , 0.43
Slowpoke , 50 , 0.80 , 8 , 13 , 15 , 0.95 , 0.86 , 0.40
Slowbro , 1957 , 0.69 , 13 , 9 , 9 , 0.93 , 0.84 , 0.39
Slowbro , NaN , 0.71 , 11 , 10 , 11 , 0.93 , 0.84 , 0.39
Slowbro , 1517 , 0.60 , 11 , 14 , 2 , 0.92 , 0.84 , 0.39
Magnemite , 868 , 0.87 , 11 , 14 , 14 , 0.87 , 0.89 , 0.42
Magnemite , 538 , 0.93 , 14 , 13 , 15 , 0.89 , 0.88 , 0.43
Magneton , 183 , 0.93 , 13 , 14 , 15 , 0.89 , 0.89 , 0.43
Dodrio , NaN , 0.98 , 14 , 15 , 15 , 0.87 , 0.81 , 0.37
Grimer , 1043 , 0.93 , 14 , 13 , 15 , 0.83 , 0.92 , 0.45
Grimer , 265 , 0.96 , 14 , 15 , 14 , 0.84 , 0.92 , 0.46
Grimer , 951 , 0.78 , 14 , 14 , 7 , 0.91 , 0.91 , 0.44
Grimer , NaN , 0.89 , 14 , 12 , 14 , 0.92 , 0.93 , 0.44
Muk , NaN , 0.87 , 13 , 12 , 14 , 0.92 , 0.92 , 0.44
Shellder , 6 , 0.73 , 3 , 15 , 15 , 0.93 , 0.65 , 0.30
Shellder , NaN , 0.58 , 0 , 13 , 13 , 0.95 , 0.62 , 0.29
Shellder , NaN , 0.56 , 0 , 11 , 14 , 0.95 , 0.61 , 0.28
Cloyster , 1434 , 0.93 , 12 , 15 , 15 , 0.91 , 0.70 , 0.32
Gastly , NaN , 0.64 , 4 , 13 , 12 , 0.86 , 0.71 , 0.33
Gastly , NaN , 0.76 , 8 , 13 , 13 , 0.88 , 0.73 , 0.34
Gastly , NaN , 0.53 , 3 , 15 , 6 , 0.83 , 0.69 , 0.32
Gastly , 5 , 0.82 , 10 , 14 , 13 , 0.81 , 0.75 , 0.35
Gastly , NaN , 0.47 , 2 , 15 , 4 , 0.81 , 0.67 , 0.31
Gastly , NaN , 0.53 , 4 , 15 , 5 , 0.82 , 0.68 , 0.32
Gastly , NaN , 0.73 , 15 , 8 , 10 , 0.84 , 0.69 , 0.32
Gastly , NaN , 0.69 , 11 , 5 , 15 , 0.82 , 0.68 , 0.32
Haunter , NaN , 0.78 , 15 , 12 , 8 , 0.78 , 0.72 , 0.33
Gengar , 1603 , 0.82 , 13 , 12 , 12 , 0.80 , 0.74 , 0.34
Onix , NaN , 0.93 , 15 , 13 , 14 , 0.92 , 0.79 , 0.37
Onix , NaN , 0.76 , 8 , 15 , 11 , 0.93 , 0.72 , 0.34
Onix , 219 , 0.67 , 4 , 11 , 15 , 0.90 , 0.70 , 0.33
Onix , 212 , 0.42 , 3 , 1 , 15 , 0.93 , 0.67 , 0.31
Krabby , 620 , 0.64 , 6 , 12 , 11 , 0.96 , 0.94 , 0.51
Krabby , NaN , 0.82 , 11 , 12 , 14 , 0.88 , 0.93 , 0.54
Krabby , NaN , 0.44 , 0 , 7 , 13 , 0.91 , 0.96 , 0.48
Krabby , 204 , 0.87 , 13 , 14 , 12 , 0.89 , 0.94 , 0.54
Krabby , NaN , 0.62 , 0 , 14 , 14 , 0.96 , 0.96 , 0.51
Kingler , 116 , 0.53 , 3 , 7 , 14 , 0.93 , 0.95 , 0.49
Voltorb , 862 , 0.98 , 15 , 14 , 15 , 0.91 , 0.67 , 0.35
Voltorb , 579 , 0.44 , 8 , 1 , 11 , 0.88 , 0.55 , 0.28
Voltorb , 367 , 0.71 , 5 , 12 , 15 , 0.97 , 0.61 , 0.31
Voltorb , 308 , 0.62 , 4 , 13 , 11 , 0.94 , 0.59 , 0.30
Voltorb , 230 , 0.60 , 5 , 11 , 11 , 0.94 , 0.59 , 0.30
Voltorb , 192 , 0.44 , 0 , 8 , 12 , 0.95 , 0.55 , 0.28
Voltorb , 191 , 0.42 , 0 , 8 , 11 , 0.94 , 0.55 , 0.28
Voltorb , 103 , 0.87 , 15 , 9 , 15 , 0.87 , 0.65 , 0.33
Voltorb , 39 , 0.53 , 3 , 8 , 13 , 0.91 , 0.57 , 0.29
Voltorb , NaN , 0.56 , 1 , 9 , 15 , 0.99 , 0.57 , 0.29
Electrode , 3 , 0.51 , 2 , 9 , 12 , 0.98 , 0.57 , 0.29
Exeggcute , 481 , 0.56 , 6 , 15 , 4 , 0.91 , 0.86 , 0.41
Exeggcute , 466 , 0.96 , 15 , 13 , 15 , 0.85 , 0.98 , 0.47
Exeggcute , 240 , 0.69 , 5 , 13 , 13 , 0.94 , 0.89 , 0.43
Exeggcute , 180 , 0.80 , 7 , 14 , 15 , 0.88 , 0.92 , 0.44
Exeggutor , 1248 , 0.76 , 10 , 14 , 10 , 0.88 , 0.92 , 0.44
Exeggutor , 481 , 0.71 , 14 , 13 , 5 , 0.87 , 0.91 , 0.44
Exeggutor , 24 , 0.91 , 11 , 15 , 15 , 0.92 , 0.96 , 0.46
