Index,Name,Form,Pokemon,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Product (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Product (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Product (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
16,Tapu Fini,,788,,1583,110,11,12,13,80.0,20.0,20.0,Hidden Power,Moonblast,,"2023-06-06 10:49",,20.66kg,1.32m,0,0,0,2500,,,,,,,,,57.24%,1752,96.39%,109000,98,Tapu Fini,,0,,,,,,,,,
17,Tapu Fini,,788,,1585,109,,,,76.7,20.0,20.0,Hidden Power,Moonblast,,"2023-06-06 10:49",,12.21kg,0.98m,0,0,0,2500,,,,,,,,,44.82%,1611,96.53%,109000,98,Tapu Fini,,0,,,,,,,,,
18,Tapu Fini,,788,,1591,109,,,,79.3,20.0,20.0,Water Gun,Surf,,"2023-06-06 10:49",,30.99kg,1.49m,0,0,0,2500,,,,,,,,,29.39%,2385,95.77%,103000,92,Tapu Fini,,0,,,,,,,,,
19,Tapu Fini,,788,,1597,110,12,14,13,86.7,20.0,20.0,Hidden Power,Moonblast,,"2023-06-06 10:49",,32.05kg,1.61m,0,0,0,2500,,,,,,,,,67.67%,1325,96.82%,103000,92,Tapu Fini,,0,,,,,,,,,
20,Tapu Fini,,788,,1598,111,,,,84.4,20.0,20.0,Hidden Power,Moonblast,,"2023-06-06 10:49",,33.16kg,1.62m,0,0,0,2500,,,,,,,,,55.65%,1671,96.46%,103000,92,Tapu Fini,,0,,,,,,,,,
21,Tapu Fini,,788,,1603,109,,,,85.6,20.0,20.0,Water Gun,Surf,,"2023-06-06 10:49",,14.32kg,0.98m,0,0,0,2500,,,,,,,,,29.01%,2675,95.48%,97000,86,Tapu Fini,,0,,,,,,,,,
22,Tapu Fini,,788,,1625,111,15,14,14,95.6,20.0,20.0,Water Gun,Hydro Pump,,"2023-06-06 10:49",,33.73kg,1.54m,0,0,0,2500,,,,,,,,,47.45%,2153,95.99%,91000,80,Tapu Fini,,0,,,,,,,,,
23,Tapu Fini,,788,,2004,122,,,,85.6,25.0,25.0,Hidden Power,Hydro Pump,,"2023-06-06 10:49",,30.5kg,1.59m,0,0,0,4000,,,,,,,,,29.01%,2675,95.48%,66000,58,Tapu Fini,,0,,,,,,,,,
24,Tapu Bulu,,787,,1899,111,,,,77.0,20.0,20.0,Bullet Seed,,,"2023-06-06 10:49",,43.02kg,2.02m,0,0,0,2500,,,,,,,,,44.49%,1802,95.85%,39000,34,Tapu Bulu,,0,,,,,,,,,
25,Tapu Bulu,,787,,1912,111,,,,83.0,20.0,20.0,Rock Smash,,,"2023-06-06 10:49",,37.83kg,1.92m,0,0,0,2500,,,,,,,,,70.31%,427,97.47%,39000,34,Tapu Bulu,,0,,,,,,,,,
26,Tapu Bulu,,787,,1918,111,,,,84.4,20.0,20.0,Bullet Seed,,,"2023-06-06 10:49",,31.76kg,1.46m,0,0,0,2500,,,,,,,,,71.15%,710,97.02%,39000,34,Tapu Bulu,,0,,,,,,,,,
27,Tapu Bulu,,787,,1925,111,,,,87.8,20.0,20.0,Bullet Seed,Solar Beam,,"2023-06-06 10:49",,39.18kg,1.6m,0,0,0,2500,,,,,,,,,26.25%,2952,94.76%,35000,31,Tapu Bulu,,0,,,,,,,,,
28,Tapu Bulu,,787,,2374,124,,,,77.0,25.0,25.0,Rock Smash,,,"2023-06-06 10:49",,13.62kg,0.98m,0,0,0,4000,,,,,,,,,44.49%,1802,95.85%,8000,6,Tapu Bulu,,0,,,,,,,,,
29,Tapu Bulu,,787,,2409,123,14,13,13,88.9,25.0,25.0,Rock Smash,,,"2023-06-06 10:49",,54.46kg,2.26m,0,0,0,4000,,,,,,,,,19.46%,3299,94.36%,4000,3,Tapu Bulu,,0,,,,,,,,,
30,Tapu Bulu,,787,,2422,122,15,15,12,93.3,25.0,25.0,Rock Smash,,,"2023-06-06 10:49",,64.24kg,2.19m,0,0,0,4000,,,,,,,,,48.03%,2129,95.55%,4000,3,Tapu Bulu,,0,,,,,,,,,
31,Tapu Lele,,786,,1947,111,,,,80.6,20.0,20.0,Confusion,,,"2023-06-06 10:48",,22.96kg,1.28m,0,0,0,2500,,,,,,,,,72.39%,435,97.62%,35000,31,Tapu Lele,,0,,,,,,,,,
32,Tapu Lele,,786,,1957,109,,,,83.3,20.0,20.0,Confusion,,,"2023-06-06 10:48",,19.51kg,1.26m,0,0,0,2500,,,,,,,,,76.39%,569,97.41%,35000,31,Tapu Lele,,0,,,,,,,,,
33,Tapu Lele,,786,,2453,122,15,11,12,84.4,25.0,25.0,Astonish,,,"2023-06-06 10:48",,20.03kg,1.28m,0,0,0,4000,,,,,,,,,7.55%,3787,93.79%,0,0,Tapu Lele,,0,,,,,,,,,
34,Tapu Lele,,786,,2459,124,,,,88.9,25.0,25.0,Confusion,,,"2023-06-06 10:48",,9.69kg,0.91m,0,0,0,4000,,,,,,,,,32.44%,2220,95.65%,0,0,Tapu Lele,,0,,,,,,,,,
35,Tapu Lele,,786,,2476,122,15,15,12,93.3,25.0,25.0,Confusion,,,"2023-06-06 10:48",,22.62kg,1.33m,0,0,0,4000,,,,,,,,,41.88%,2381,95.50%,0,0,Tapu Lele,,0,,,,,,,,,
36,Tapu Koko,,785,,1747,108,,,,72.9,20.0,20.0,Quick Attack,,,"2023-06-06 10:48",,17.07kg,1.6m,0,0,0,2500,,,,,,,,,58.10%,645,97.22%,60500,54,Tapu Koko,,0,,,,,,,,,
37,Tapu Koko,,785,,1760,110,,,,81.1,20.0,20.0,Volt Switch,,,"2023-06-06 10:48",,32.46kg,2.15m,0,0,0,2500,,,,,,,,,43.49%,1929,95.89%,56000,50,Tapu Koko,,0,,,,,,,,,
38,Tapu Koko,,785,,1771,109,12,14,12,84.4,20.0,20.0,Quick Attack,,,"2023-06-06 10:48",,22.75kg,1.9m,0,0,0,2500,,,,,,,,,68.69%,1283,96.50%,56000,50,Tapu Koko,,0,,,,,,,,,
39,Tapu Koko,,785,,1790,111,12,15,15,93.3,20.0,20.0,Volt Switch,,,"2023-06-06 10:48",,32.85kg,2.14m,0,0,0,2500,,,,,,,,,55.97%,1804,96.00%,51500,46,Tapu Koko,,0,,,,,,,,,
40,Tapu Koko,,785,,2489,131,15,15,15,100.0,27.5,27.5,Quick Attack,,,"2023-06-06 10:48",,29.73kg,2.23m,0,0,0,4500,,,,,,,,,81.71%,750,97.10%,0,0,Tapu Koko,,0,,,,,,,,,
41,Hakamo-o,,783,♂,932,96,,,,81.1,20.0,20.0,,,,"2023-06-06 10:48",,59.15kg,1.27m,0,0,0,2500,38.11%,2338,94.79%,123000,114,Hakamo-o,,0,81.51%,626,97.31%,47000,142,Kommo-o,,0,,,,,,,,,
42,Jangmo-o,,782,♀,61,29,,,,43.2,3.0,3.0,,,,"2023-06-06 10:48",,30.03kg,0.61m,0,0,0,400,73.98%,8,99.60%,279200,325,Hakamo-o,,0,76.09%,11,99.40%,104700,231,Kommo-o,,0,78.37%,37,98.05%,12500,43,Hakamo-o,,0,
43,Jangmo-o,,782,♂,171,46,,,,53.0,7.0,7.0,Tackle,,,"2023-06-06 10:48",,49.32kg,0.69m,0,0,0,800,20.87%,1624,95.69%,209200,239,Hakamo-o,,0,20.50%,1071,96.73%,96200,219,Kommo-o,,0,30.84%,1434,93.39%,7200,33,Hakamo-o,,0,
44,Jangmo-o,,782,♀,523,82,,,,73.3,20.0,20.0,Tackle,,,"2023-06-06 10:48",,26.57kg,0.49m,0,0,0,2500,30.06%,1806,95.46%,137000,155,Hakamo-o,,0,28.08%,2291,95.55%,47000,167,Kommo-o,,0,,,,,,,,,
45,Jangmo-o,,782,♂,523,83,,,,73.0,20.0,20.0,Dragon Tail,,,"2023-06-06 10:48",,33.76kg,0.64m,0,0,0,2500,28.81%,1590,95.72%,137000,155,Hakamo-o,,0,31.87%,1918,95.90%,47000,167,Kommo-o,,0,,,,,,,,,
46,Jangmo-o,,782,♀,528,84,,,,82.7,20.0,20.0,Dragon Tail,,,"2023-06-06 10:48",,25.69kg,0.49m,0,0,0,2500,42.63%,1704,95.58%,123000,139,Hakamo-o,,0,77.24%,407,97.69%,47000,167,Kommo-o,,0,,,,,,,,,
47,Jangmo-o,,782,♂,528,84,,,,82.7,20.0,20.0,Dragon Tail,,,"2023-06-06 10:48",,20.12kg,0.47m,0,0,0,2500,42.63%,1704,95.58%,123000,139,Hakamo-o,,0,77.24%,407,97.69%,47000,167,Kommo-o,,0,,,,,,,,,
48,Bruxish,,779,♀,240,46,,,,75.1,4.0,4.0,Confusion,,,"2023-06-06 10:48",,23.01kg,0.93m,0,0,0,400,37.49%,1142,95.69%,57400,63,Bruxish,,0,69.47%,230,97.72%,432400,298,Bruxish,,0,48.65%,1160,92.83%,4000,7,Bruxish,,0,
49,Bruxish,,779,♀,242,45,,,,77.4,4.0,4.0,Water Gun,,,"2023-06-06 10:48",,14.74kg,0.75m,0,0,0,400,49.62%,1115,95.72%,57400,63,Bruxish,,0,67.26%,586,96.73%,406400,298,Bruxish,,0,53.83%,1466,92.11%,4000,7,Bruxish,,0,
50,Bruxish,,779,♂,1030,96,,,,64.4,16.0,16.0,Water Gun,Psychic Fangs,,"2023-06-06 10:48",,18.89kg,0.88m,0,0,0,1900,50.91%,637,96.40%,34600,32,Bruxish,,0,72.58%,133,98.12%,434600,264,Bruxish,,0,,,,,,,,,
51,Bruxish,,779,♂,1161,104,,,,68.9,18.0,18.0,Bite,,,"2023-06-06 10:47",,22.96kg,0.81m,0,0,0,2200,70.76%,407,96.85%,26400,24,Bruxish,,0,86.69%,121,98.18%,426400,256,Bruxish,,0,,,,,,,,,
52,Togedemaru,,777,♀,215,44,,,,69.6,4.0,4.0,Thunder Shock,Gyro Ball,,"2023-06-06 10:47",,2.82kg,0.3m,0,0,0,400,51.26%,72,98.53%,78400,81,Togedemaru,,0,84.94%,224,94.81%,518400,298,Togedemaru,,0,76.18%,229,96.77%,5600,9,Togedemaru,,0,
53,Togedemaru,,777,♀,1056,100,,,,70.8,18.0,18.0,Thunder Shock,Wild Charge,,"2023-06-06 10:47",,2.03kg,0.27m,0,0,0,2200,73.58%,103,98.24%,44400,39,Togedemaru,,0,84.37%,272,94.37%,484400,256,Togedemaru,,0,,,,,,,,,
54,Togedemaru,,777,♂,1197,105,,,,83.7,20.0,20.0,Spark,Wild Charge,,"2023-06-06 10:47",,3.17kg,0.28m,0,0,0,2500,88.16%,309,97.45%,31000,28,Togedemaru,,0,97.18%,93,96.30%,475000,248,Togedemaru,,0,,,,,,,,,
55,Togedemaru,,777,♂,1199,103,,,,81.1,20.0,20.0,Thunder Shock,Wild Charge,,"2023-06-06 10:47",,3.86kg,0.33m,0,0,0,2500,75.02%,630,96.76%,31000,28,Togedemaru,,0,96.17%,118,95.95%,475000,248,Togedemaru,,0,,,,,,,,,
56,Togedemaru,,777,♂,1203,105,,,,85.0,20.0,20.0,Thunder Shock,Wild Charge,,"2023-06-06 10:47",,1.17kg,0.24m,0,0,0,2500,39.40%,1870,95.17%,27500,25,Togedemaru,,0,97.20%,68,96.78%,475000,248,Togedemaru,,0,,,,,,,,,
57,Togedemaru,,777,♂,1222,106,13,15,15,95.6,20.0,20.0,Spark,Gyro Ball,,"2023-06-06 10:47",,2.7kg,0.26m,0,0,0,2500,83.96%,658,96.72%,27500,25,Togedemaru,,0,99.90%,5,99.02%,475000,248,Togedemaru,,0,,,,,,,,,
58,Togedemaru,,777,♂,1225,105,14,15,14,95.6,20.0,20.0,Thunder Shock,Fell Stinger,,"2023-06-06 10:47",,3.22kg,0.3m,0,0,0,2500,89.84%,417,97.20%,27500,25,Togedemaru,,0,99.85%,7,98.84%,475000,248,Togedemaru,,0,,,,,,,,,
59,Togedemaru,,777,♀,1442,112,,,,53.3,25.0,25.0,Thunder Shock,Fell Stinger,,"2023-06-06 10:47",,0.94kg,0.17m,0,0,0,4000,38.01%,1735,95.31%,8000,6,Togedemaru,,0,54.61%,1541,89.31%,444000,220,Togedemaru,,0,,,,,,,,,
60,Togedemaru,,777,♂,1809,128,,,,85.9,30.0,30.0,Spark,Fell Stinger,,"2023-06-06 10:47",,4.9kg,0.35m,0,0,0,5000,,,,,,,,,97.93%,47,97.21%,400000,182,Togedemaru,,0,,,,,,,,,
61,Wimpod,,767,♀,93,37,,,,85.2,7.0,7.0,Struggle Bug,,,"2023-06-06 10:47",,14.93kg,0.57m,0,0,0,800,21.66%,2269,94.73%,24500,430,Golisopod,,0,50.81%,963,96.87%,96200,494,Golisopod,,0,85.67%,111,96.53%,353200,292,Wimpod,,0,
62,Wimpod,,767,♂,261,62,,,,70.4,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,10.63kg,0.46m,0,0,0,2500,86.49%,330,88.73%,475000,248,Wimpod,,0,38.61%,1558,96.23%,60500,454,Golisopod,,0,78.99%,283,95.00%,389000,248,Wimpod,,0,
63,Wimpod,,767,♀,265,61,,,,73.3,20.0,20.0,,,,"2023-06-06 10:47",,11.46kg,0.45m,0,0,0,2500,90.52%,250,89.87%,475000,248,Wimpod,,0,55.54%,1079,96.75%,60500,454,Golisopod,,0,82.23%,278,95.02%,363000,248,Wimpod,,0,
64,Wimpod,,767,♂,266,63,,,,77.8,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,7.14kg,0.41m,0,0,0,2500,93.11%,103,92.86%,475000,248,Wimpod,,0,25.25%,2034,95.73%,56000,450,Golisopod,,0,82.32%,104,96.56%,350000,248,Wimpod,,0,
65,Wimpod,,767,♂,268,63,,,,84.4,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,14.97kg,0.56m,0,0,0,2500,96.81%,99,93.01%,475000,248,Wimpod,,0,43.73%,2020,95.75%,56000,450,Golisopod,,0,96.38%,67,97.07%,337000,248,Wimpod,,0,
66,Wimpod,,767,♀,273,63,,,,88.1,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,14.29kg,0.56m,0,0,0,2500,98.43%,42,95.27%,475000,248,Wimpod,,0,60.70%,1230,96.57%,56000,450,Golisopod,,0,93.79%,206,95.55%,301000,248,Wimpod,,0,
67,Wimpod,,767,♀,276,64,,,,91.1,20.0,20.0,,,,"2023-06-06 10:47",,10.64kg,0.41m,0,0,0,2500,99.01%,26,96.34%,475000,248,Wimpod,,0,76.30%,659,97.28%,56000,450,Golisopod,,0,90.39%,238,95.45%,278000,248,Wimpod,,0,
68,Wimpod,,767,♀,277,63,,,,88.9,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,12.64kg,0.52m,0,0,0,2500,98.91%,23,96.48%,475000,248,Wimpod,,0,65.78%,868,96.99%,56000,450,Golisopod,,0,83.97%,212,95.53%,278000,248,Wimpod,,0,
69,Wimpod,,767,♀,282,62,15,15,12,93.3,20.0,20.0,Struggle Bug,,,"2023-06-06 10:47",,4.22kg,0.38m,0,0,0,2500,99.88%,6,97.78%,475000,248,Wimpod,,0,26.47%,3012,94.68%,51500,446,Golisopod,,0,84.30%,644,93.25%,235000,248,Wimpod,,0,
70,Wimpod,,767,♀,285,63,15,15,14,97.8,20.0,20.0,,,,"2023-06-06 10:47",,3.74kg,0.38m,0,0,0,2500,99.98%,2,98.89%,475000,248,Wimpod,,0,42.05%,2374,95.38%,51500,446,Golisopod,,0,87.64%,507,93.78%,225000,248,Wimpod,,0,
71,Wimpod,,767,♀,285,63,15,15,14,97.8,20.0,20.0,Struggle Bug,,,"2023-06-06 10:46",,14.87kg,0.53m,0,0,0,2500,99.98%,2,98.89%,475000,248,Wimpod,,0,42.05%,2374,95.38%,51500,446,Golisopod,,0,87.64%,507,93.78%,225000,248,Wimpod,,0,
72,Oranguru,,765,♂,1041,115,,,,57.3,16.0,16.0,Yawn,Foul Play,,"2023-06-06 10:46",,45.58kg,1.14m,0,0,0,1900,85.70%,136,97.97%,34600,32,Oranguru,,0,78.06%,315,97.86%,420600,264,Oranguru,,0,,,,,,,,,
73,Oranguru,,765,♂,1317,125,,,,51.9,20.0,20.0,Zen Headbutt,Future Sight,,"2023-06-06 10:46",,123.26kg,1.88m,0,0,0,2500,22.92%,2085,94.73%,14000,13,Oranguru,,0,30.11%,1504,95.97%,376000,248,Oranguru,,0,,,,,,,,,
74,Bounsweet,,761,♀,46,34,,,,80.0,4.0,4.0,,,,"2023-06-06 10:46",,4.16kg,0.34m,0,0,0,400,53.59%,301,97.14%,34000,167,Tsareena,,0,41.91%,916,96.88%,128400,249,Tsareena,,0,95.87%,3,99.16%,518400,298,Bounsweet,,0,
75,Bounsweet,,761,♀,131,56,,,,56.7,11.0,11.0,Charm,,,"2023-06-06 10:46",,2.78kg,0.3m,0,0,0,1300,27.74%,1427,95.28%,25800,155,Tsareena,,0,20.40%,1920,95.91%,136000,253,Tsareena,,0,72.93%,642,90.78%,508000,284,Bounsweet,,0,
76,Bounsweet,,761,♀,160,72,,,,40.6,16.0,16.0,,,,"2023-06-06 10:46",,4.48kg,0.36m,0,0,0,1900,59.29%,488,96.67%,12600,137,Tsareena,,0,81.73%,131,98.28%,147600,263,Tsareena,,0,84.09%,149,96.98%,78100,95,Steenee,,0,
77,Bounsweet,,761,♀,160,68,,,,65.5,14.0,14.0,,,,"2023-06-06 10:46",,3.51kg,0.29m,0,0,0,1600,73.66%,20,98.66%,17400,143,Tsareena,,0,67.27%,225,97.95%,121600,235,Tsareena,,0,68.34%,621,90.91%,499600,272,Bounsweet,,0,
78,Bounsweet,,761,♀,198,71,,,,95.6,15.0,15.0,,,,"2023-06-06 10:46",,2.59kg,0.25m,0,0,0,1900,34.80%,2270,94.36%,9800,135,Tsareena,,0,44.77%,1731,96.08%,91400,207,Tsareena,,0,97.75%,26,97.90%,384400,268,Bounsweet,,0,
79,Bounsweet,,761,♀,290,84,15,14,12,91.1,22.0,22.0,,,,"2023-06-06 10:46",,4.57kg,0.37m,0,0,0,3000,99.51%,21,96.81%,464000,263,Steenee,,0,20.56%,3254,94.63%,59000,177,Tsareena,,0,95.60%,181,95.53%,352000,238,Bounsweet,,0,
80,Stufful,,759,♂,98,40,,,,89.7,3.0,3.0,,,,"2023-06-06 10:46",,7.19kg,0.46m,0,0,0,400,98.83%,1,100%,519200,300,Stufful,,0,49.28%,387,97.77%,104700,506,Bewear,,0,47.56%,1051,94.15%,16400,24,Stufful,,0,
81,Stufful,,759,♀,205,59,,,,65.1,6.0,6.0,,,,"2023-06-06 10:46",,11.04kg,0.64m,0,0,0,600,49.29%,281,97.04%,29800,436,Bewear,,0,56.80%,20,99.22%,111400,508,Bewear,,0,69.62%,329,97.17%,0,400,Bewear,,0,
82,Stufful,,759,♂,293,70,,,,84.0,8.0,8.0,,,,"2023-06-06 10:46",,8.65kg,0.58m,0,0,0,800,95.62%,59,97.75%,513600,290,Stufful,,0,39.96%,1127,96.73%,99100,496,Bewear,,0,21.79%,2327,92.03%,10800,14,Stufful,,0,
83,Stufful,,759,♀,295,69,,,,85.1,8.0,8.0,,,,"2023-06-06 10:46",,8.2kg,0.56m,0,0,0,800,97.27%,43,98.06%,513600,290,Stufful,,0,51.23%,1099,96.77%,99100,496,Bewear,,0,29.39%,2053,92.47%,10800,14,Stufful,,0,
84,Stufful,,759,♀,399,81,,,,71.5,11.0,11.0,,,,"2023-06-06 10:46",,3.92kg,0.39m,0,0,0,1300,73.67%,43,98.29%,21400,426,Bewear,,0,38.86%,660,97.31%,98000,494,Bewear,,0,37.20%,889,94.46%,6800,10,Stufful,,0,
85,Stufful,,759,♀,411,81,,,,83.7,11.0,11.0,,,,"2023-06-06 10:46",,4.44kg,0.38m,0,0,0,1300,96.73%,43,98.06%,508000,284,Stufful,,0,47.12%,1099,96.77%,93500,490,Bewear,,0,28.33%,2053,92.47%,5200,8,Stufful,,0,
86,Stufful,,759,♀,545,95,,,,72.2,15.0,15.0,Tackle,,,"2023-06-06 10:46",,7.96kg,0.53m,0,0,0,1900,77.21%,68,98.08%,9800,410,Bewear,,0,40.13%,807,97.10%,86400,478,Bewear,,0,,,,,,,,,
87,Stufful,,759,♂,558,95,,,,82.2,15.0,15.0,Tackle,,,"2023-06-06 10:46",,4.62kg,0.4m,0,0,0,1900,95.89%,95,97.17%,496400,268,Stufful,,0,37.80%,1692,96.15%,81900,474,Bewear,,0,,,,,,,,,
88,Stufful,,759,♂,566,96,,,,90.0,15.0,15.0,Tackle,,,"2023-06-06 10:46",,6.73kg,0.48m,0,0,0,1900,99.15%,4,99.36%,496400,268,Stufful,,0,46.14%,1250,96.61%,81900,474,Bewear,,0,,,,,,,,,
89,Stufful,,759,♂,572,96,,,,94.4,15.0,15.0,Take Down,,,"2023-06-06 10:46",,3.8kg,0.44m,0,0,0,1900,99.27%,2,99.44%,481400,268,Stufful,,0,40.92%,1962,95.88%,77400,470,Bewear,,0,,,,,,,,,
90,Salandit,,757,♀,615,86,,,,80.7,20.0,20.0,Ember,,,"2023-06-06 10:46",,4.85kg,0.64m,0,0,0,2500,43.05%,1378,95.84%,8000,57,Salazzle,,0,57.28%,1162,96.45%,289000,298,Salazzle,,0,,,,,,,,,
91,Salandit,,757,♂,616,88,12,12,14,84.4,20.0,20.0,Poison Jab,Flamethrower,,"2023-06-06 10:45",,4.42kg,0.56m,0,0,0,2500,97.14%,118,94.16%,475000,248,Salandit,,0,97.14%,118,94.16%,475000,248,Salandit,,0,,,,,,,,,
92,Salandit,,757,♂,617,88,,,,85.2,20.0,20.0,Ember,Dragon Pulse,,"2023-06-06 10:45",,5.46kg,0.67m,0,0,0,2500,97.13%,49,95.92%,475000,248,Salandit,,0,97.13%,49,95.92%,475000,248,Salandit,,0,,,,,,,,,
93,Morelull,,755,♂,243,53,,,,67.8,9.0,9.0,Astonish,,,"2023-06-06 10:45",,0.7kg,0.13m,0,0,0,1000,32.41%,981,96.52%,107000,152,Shiinotic,,0,83.74%,243,94.67%,512000,338,Shiinotic,,0,36.97%,913,94.45%,27600,32,Morelull,,0,
94,Morelull,,755,♂,283,57,,,,48.3,11.0,11.0,Astonish,,,"2023-06-06 10:45",,0.93kg,0.15m,0,0,0,1300,61.70%,191,98.08%,130000,172,Shiinotic,,0,45.44%,1512,89.22%,508000,334,Shiinotic,,0,50.99%,447,95.64%,28000,32,Morelull,,0,
95,Morelull,,755,♀,305,57,,,,68.9,11.0,11.0,,,,"2023-06-06 10:45",,1.61kg,0.21m,0,0,0,1300,32.53%,1190,96.24%,103000,148,Shiinotic,,0,84.14%,286,94.31%,508000,334,Shiinotic,,0,47.96%,846,94.61%,23600,28,Morelull,,0,
96,Morelull,,755,♀,446,67,,,,52.2,17.0,17.0,Astonish,,,"2023-06-06 10:45",,1.12kg,0.17m,0,0,0,2200,65.24%,1150,96.30%,104800,142,Shiinotic,,0,50.49%,1915,88.07%,488800,310,Shiinotic,,0,72.12%,816,94.66%,8800,8,Morelull,,0,
97,Morelull,,755,♂,449,73,,,,61.4,17.0,17.0,,,,"2023-06-06 10:45",,1.26kg,0.2m,0,0,0,2200,79.14%,62,98.71%,98800,136,Shiinotic,,0,74.47%,604,92.39%,488800,310,Shiinotic,,0,53.91%,590,95.23%,6600,6,Morelull,,0,
